model,accuracy,balanced_accuracy,roc_auc,average_precision,precision,precision_macro,precision_micro,precision_weighted,recall,recall_macro,recall_micro,recall_weighted,f1,f1_macro,f1_micro,f1_weighted,eval_metric
NeuralNetFastAI_BAG_L1_FULL,0.9021739130434783,0.8998087039693926,0.9463175514108082,0.9510504039512553,0.9038461538461539,0.9019230769230769,0.9021739130434783,0.9021321070234114,0.9215686274509803,0.8998087039693926,0.9021739130434783,0.9021739130434783,0.912621359223301,0.9007551240560949,0.9021739130434783,0.9020449322264434,accuracy
ExtraTreesGini_BAG_L1,0.9021739130434783,0.8986131037780967,0.9377690100430416,0.9237613117397961,0.8962264150943396,0.9032414126753749,0.9021739130434783,0.9024789129383058,0.9313725490196079,0.8986131037780967,0.9021739130434783,0.9021739130434783,0.9134615384615384,0.9004807692307693,0.9021739130434783,0.9018917224080267,accuracy
ExtraTreesGini_BAG_L1_FULL,0.9021739130434783,0.8986131037780967,0.9377690100430416,0.9237613117397961,0.8962264150943396,0.9032414126753749,0.9021739130434783,0.9024789129383058,0.9313725490196079,0.8986131037780967,0.9021739130434783,0.9021739130434783,0.9134615384615384,0.9004807692307693,0.9021739130434783,0.9018917224080267,accuracy
ExtraTreesEntr_BAG_L1_FULL,0.9021739130434783,0.8986131037780967,0.9398613103778096,0.9414729574830063,0.8962264150943396,0.9032414126753749,0.9021739130434783,0.9024789129383058,0.9313725490196079,0.8986131037780967,0.9021739130434783,0.9021739130434783,0.9134615384615384,0.9004807692307693,0.9021739130434783,0.9018917224080267,accuracy
ExtraTreesEntr_BAG_L1,0.9021739130434783,0.8986131037780967,0.9398613103778096,0.9414729574830063,0.8962264150943396,0.9032414126753749,0.9021739130434783,0.9024789129383058,0.9313725490196079,0.8986131037780967,0.9021739130434783,0.9021739130434783,0.9134615384615384,0.9004807692307693,0.9021739130434783,0.9018917224080267,accuracy
LightGBMXT_BAG_L1_FULL,0.8967391304347826,0.8913199426111909,0.938546150167384,0.9445053542515867,0.8807339449541285,0.9003669724770642,0.8967391304347826,0.8982329477463104,0.9411764705882353,0.8913199426111909,0.8967391304347826,0.8967391304347826,0.909952606635071,0.8944667491774081,0.8967391304347826,0.896149994553241,accuracy
WeightedEnsemble_L2_FULL,0.8967391304347826,0.8913199426111909,0.938546150167384,0.9445053542515867,0.8807339449541285,0.9003669724770642,0.8967391304347826,0.8982329477463104,0.9411764705882353,0.8913199426111909,0.8967391304347826,0.8967391304347826,0.909952606635071,0.8944667491774081,0.8967391304347826,0.896149994553241,accuracy
RandomForestEntr_BAG_L1_FULL,0.8913043478260869,0.8876135820181731,0.9321496891439502,0.9365649942213463,0.8867924528301887,0.892114175133043,0.8913043478260869,0.8915357270566457,0.9215686274509803,0.8876135820181731,0.8913043478260869,0.8913043478260869,0.9038461538461539,0.8894230769230769,0.8913043478260869,0.8909908026755852,accuracy
RandomForestEntr_BAG_L1,0.8913043478260869,0.8876135820181731,0.9321496891439502,0.9365649942213463,0.8867924528301887,0.892114175133043,0.8913043478260869,0.8915357270566457,0.9215686274509803,0.8876135820181731,0.8913043478260869,0.8913043478260869,0.9038461538461539,0.8894230769230769,0.8913043478260869,0.8909908026755852,accuracy
RandomForestGini_BAG_L1,0.8858695652173914,0.8827116212338594,0.9311334289813485,0.9318944628679396,0.8857142857142857,0.8858951175406871,0.8858695652173914,0.8858754619073828,0.9117647058823529,0.8827116212338594,0.8858695652173914,0.8858695652173914,0.8985507246376812,0.8840579710144927,0.8858695652173914,0.8856332703213611,accuracy
RandomForestGini_BAG_L1_FULL,0.8858695652173914,0.8827116212338594,0.9311334289813485,0.9318944628679396,0.8857142857142857,0.8858951175406871,0.8858695652173914,0.8858754619073828,0.9117647058823529,0.8827116212338594,0.8858695652173914,0.8858695652173914,0.8985507246376812,0.8840579710144927,0.8858695652173914,0.8856332703213611,accuracy
NeuralNetTorch_BAG_L1_FULL,0.8804347826086957,0.8730272596843616,0.922285987565758,0.9231768436195382,0.8571428571428571,0.8869047619047619,0.8804347826086957,0.8836697722567287,0.9411764705882353,0.8730272596843616,0.8804347826086957,0.8804347826086957,0.897196261682243,0.87716955941255,0.8804347826086957,0.879346374876647,accuracy
CatBoost_BAG_L1_FULL,0.875,0.8705164992826399,0.9210903873744619,0.9255344598539398,0.8691588785046729,0.876137880810778,0.875,0.8753792936035927,0.9117647058823529,0.8705164992826399,0.875,0.875,0.8899521531100478,0.8726490325298667,0.875,0.8745298065059733,accuracy
LightGBM_BAG_L1_FULL,0.875,0.872907699665232,0.9275466284074605,0.9345684284349405,0.883495145631068,0.8738463382476327,0.875,0.8748951216588757,0.8921568627450981,0.872907699665232,0.875,0.875,0.8878048780487805,0.8733502917851265,0.875,0.8749214424659585,accuracy
XGBoost_BAG_L1_FULL,0.875,0.8741032998565279,0.919296987087518,0.924800643096333,0.8910891089108911,0.8732553978289395,0.875,0.8751938446856734,0.8823529411764706,0.8741032998565279,0.875,0.875,0.8866995073891626,0.8736527839976116,0.875,0.8750709061053888,accuracy
LightGBMLarge_BAG_L1_FULL,0.8478260869565217,0.8483978957436633,0.9023194643711142,0.898480989529658,0.8775510204081632,0.8457522543901281,0.8478260869565217,0.8492086420007842,0.8431372549019608,0.8483978957436633,0.8478260869565217,0.8478260869565217,0.86,0.8466666666666667,0.8478260869565217,0.8481159420289855,accuracy
